"","title","authors","abstract","categories","submitted","id","doi"
"3313","Reply to ""Comment on: A Quantum Approach to Static Games of Complete
  Information""","Luca Marinatto|Tullio Weber","  This is a reply to the paper by S.C.Benjamin, quant-ph/0008127.
","quant-ph","2000-09-26 10:23:13","quant-ph/0009103v1","10.1016/S0375-9601(00)00711-8"
"3413","Maximum-likelihood reconstruction of CP maps","Massimiliano F. Sacchi","  We present a method for the determination of the completely positive (CP) map
describing a physical device based on random preparation of the input states,
random measurements at the output, and maximum-likelihood principle. In the
numerical implementation the constraint of completely positivity can be imposed
by exploiting the isomorphism between linear transformations from Hilbert
spaces $\cal H$ to $\cal K$ and linear operators in ${\cal K}\otimes {\cal H}$.
The effectiveness of the method is shown on the basis of some examples of
reconstruction of CP maps related to quantum communication channels for qubits.
","quant-ph","2000-09-26 11:35:56","quant-ph/0009104v1","10.1103/PhysRevA.63.054104"
"3513","Experiments towards quantum information with trapped Calcium ions","D. Leibfried|C. Roos|P. Barton|H. Rohde|S. Gulde|A. B. Mundt|G. Reymond|M. Lederbauer|F. Schmidt-Kaler|J. Eschner|R. Blatt","  Ground state cooling and coherent manipulation of ions in an rf-(Paul) trap
is the prerequisite for quantum information experiments with trapped ions. With
resolved sideband cooling on the optical S1/2 - D5/2 quadrupole transition we
have cooled one and two 40Ca+ ions to the ground state of vibration with up to
99.9% probability. With a novel cooling scheme utilizing electromagnetically
induced transparency on the S1/2 - P1/2 manifold we have achieved simultaneous
ground state cooling of two motional sidebands 1.7 MHz apart. Starting from the
motional ground state we have demonstrated coherent quantum state manipulation
on the S1/2 - D5/2 quadrupole transition at 729 nm. Up to 30 Rabi oscillations
within 1.4 ms have been observed in the motional ground state and in the n=1
Fock state. In the linear quadrupole rf-trap with 700 kHz trap frequency along
the symmetry axis (2 MHz in radial direction) the minimum ion spacing is more
than 5 micron for up to 4 ions. We are able to cool two ions to the ground
state in the trap and individually address the ions with laser pulses through a
special optical addressing channel.
","quant-ph","2000-09-26 13:53:49","quant-ph/0009105v1","10.1063/1.1354345"
"3613","Coherent Phenomena in Photonic Crystals","D. G. Angelakis|E. Paspalakis|P. L. Knight","  We study the spontaneous emission, the absorption and dispersion properties
of a ${\bf \Lambda}$-type atom where one transition interacts near resonantly
with a double-band photonic crystal. Assuming an isotropic dispersion relation
near the band edges, we show that two distinct coherent phenomena can occur.
First, the spontaneous emission spectrum of the adjacent free space transition
obtains `dark lines' (zeroes in the spectrum). Second, the atom can become
transparent to a probe laser field coupling to the adjacent free space
transition.
","quant-ph","2000-09-26 13:59:51","quant-ph/0009106v1","10.1103/PhysRevA.64.013801"
"3713","Three-qubit pure-state canonical forms","A. Acin|A. Andrianov|E. Jane|R. Tarrach","  In this paper we analyze the canonical forms into which any pure three-qubit
state can be cast. The minimal forms, i.e. the ones with the minimal number of
product states built from local bases, are also presented and lead to a
complete classification of pure three-qubit states. This classification is
related to the values of the polynomial invariants under local unitary
transformations by a one-to-one correspondence.
","quant-ph","2000-09-26 14:24:26","quant-ph/0009107v1","10.1088/0305-4470/34/35/301"
"3813","Fundamental solution method applied to time evolution of two energy
  level systems: exact and adiabatic limit results","Stefan Giller|Cezary Gonera","  A method of fundamental solutions has been used to investigate transitions in
two energy level systems with no level crossing in a real time. Compact
formulas for transition probabilities have been found in their exact form as
well as in their adiabatic limit. No interference effects resulting from many
level complex crossings as announced by Joye, Mileti and Pfister (Phys. Rev.
{\bf A44} 4280 (1991)) have been detected in either case. It is argued that
these results of this work are incorrect. However, some effects of Berry's
phases are confirmed.
","quant-ph","2000-09-26 15:38:18","quant-ph/0009108v5","10.1103/PhysRevA.63.052101"
"3913","Schmidt number witnesses and bound entanglement","Anna Sanpera|Dagmar Bruss|Maciej Lewenstein","  The Schmidt number of a mixed state characterizes the minimum Schmidt rank of
the pure states needed to construct it. We investigate the Schmidt number of an
arbitrary mixed state by constructing a Schmidt number witness that detects it.
We present a canonical form of such witnesses and provide constructive methods
for their optimization. Finally, we present strong evidence that all bound
entangled states with positive partial transpose in two qutrit systems have
Schmidt number 2.
","quant-ph","2000-09-26 17:02:08","quant-ph/0009109v2","10.1103/PhysRevA.63.050301"
"4013","Implementation of a quantum phase gate by the optical Kerr effect","S. Glancy|J. M. LoSecco|C. E. Tanner","  We show that the optical Kerr effect can be used to construct a quantum phase
gate. It is well known from quantum nondemolition techniques that, as two
photon field modes pass through a Kerr medium, the phase of each mode will be
shifted, and the size of the phase shift will depend on the number of photons
in both modes. We discuss the Hamiltonian responsible for this effect and show
how this can produce an effective photon-photon interaction which corresponds
to the quantum phase gate operating on two qubits each of which is represented
by the elliptical polarization of one photon field. We discuss decoherence and
losses and suggest some methods for dealing with them.
","quant-ph","2000-09-26 23:43:22","quant-ph/0009110v1",""
"4117","Model for the arrival-time distribution in fluorescence time-of-flight
  experiments","J. G. Muga|A. D. Baute|J. A. Damborenea|I. L. Egusquiza","  An operational arrival-time distribution is defined as the distribution of
detection times of the first photons emitted by two level atoms in resonance
with a perpendicular laser beam in a time of flight experiment. For ultracold
Cesium atoms the simulations are in excellent agreement with the theoretical
ideal time-of-arrival distribution of Kijowski.
","quant-ph","2000-09-27 13:20:01","quant-ph/0009111v1",""
"4215","On The Biphoton Wavelength","P. H. Souto Ribeiro","  We report on an experiment showing that the wavelength of a biphoton is
clearly dependent on the measurement scheme and on the way it is defined. It is
shown that it can take any value, depending on the control of the
interferometer phase differences. It is possible to identify the interference
of the single and two-photon wavepackets as particular cases of the most
general interference process. The variable wavelength has no implication on the
energy of the individual photons neither on the total energy of the biphoton.
","quant-ph","2000-09-27 16:35:30","quant-ph/0009112v1",""
"4313","Anonymous-key quantum cryptography and unconditionally secure quantum
  bit commitment","Horace P. Yuen","  A new cryptographic tool, anonymous quantum key technique, is introduced that
leads to unconditionally secure key distribution and encryption schemes that
can be readily implemented experimentally in a realistic environment. If
quantum memory is available, the technique would have many features of
public-key cryptography; an identification protocol that does not require a
shared secret key is provided as an illustration. The possibility is also
indicated for obtaining unconditionally secure quantum bit commitment protocols
with this technique.
","quant-ph","2000-09-27 19:34:23","quant-ph/0009113v1",""
"4413","New method for obtaining complex roots in the semiclassical
  coherent-state propagator formula","A. L. Xavier Jr","  A semiclassical formula for the coherent-state propagator requires the
determination of specific classical paths inhabiting a complex phase-space
through a Hamiltonian flux. Such trajectories are constrained to special
boundary conditions which render their determination difficult by common
methods. In this paper we present a new method based on Runge-Kutta integrator
for a quick, easy and accurate determination of these trajectories. Using
nonlinear one dimensional systems we show that the semiclassical formula is
highly accurate as compared to its exact counterpart . Further we clarify how
the phase of the semiclassical approximation is correctly retrieved under time
evolution.
","quant-ph","2000-09-28 01:46:41","quant-ph/0009114v2","10.1590/S0103-97332001000300018"
"4513","Quantum Magic Bullets via Entanglement","Seth Lloyd|Jeffrey H. Shapiro|N. C. Wong","  Two particles that are entangled with respect to continuous variables such as
position and momentum exhibit a variety of nonclassical features. First,
measurement of one particle projects the other particle into the state that is
the complex conjugate of the state of the first particle, i.e., measurement of
one particle projects the other particle into the time-reversed state. Second,
continuous-variable entanglement can be used to implement a quantum ""magic
bullet"": when one particle manages to pass through a scattering potential, then
no matter how low the probability of this event, the second particle will also
pass through a related scattering potential with probability one. This
phenomenon is investigated in terms of the original EPR state, and experimental
realizations are suggested in terms of entangled photon states.
","quant-ph","2000-09-28 02:54:20","quant-ph/0009115v1",""
"4613","Note on Extended Coherent Operators and Some Basic Properties","Kazuyuki Fujii","  This is a continuation of the paper (quant-ph/0009012).
  In this letter we extend coherent operators and study some basic properties
(the disentangling formula, resolution of unity, commutation relation, etc). We
also propose a perspective of our work.
","quant-ph|hep-th|math-ph|math.MP","2000-09-28 05:22:00","quant-ph/0009116v2",""
"4713","Magnetic qubits as hardware for quantum computers","J. Tejada|E. M. Chudnovsky|E. del Barco|J. M. Hernandez|T. P. Spiller","  We propose two potential realisations for quantum bits based on nanometre
scale magnetic particles of large spin S and high anisotropy molecular
clusters. In case (1) the bit-value basis states |0> and |1> are the ground and
first excited spin states Sz = S and S-1, separated by an energy gap given by
the ferromagnetic resonance (FMR) frequency. In case (2), when there is
significant tunnelling through the anisotropy barrier, the qubit states
correspond to the symmetric, |0>, and antisymmetric, |1>, combinations of the
two-fold degenerate ground state Sz = +- S. In each case the temperature of
operation must be low compared to the energy gap, \Delta, between the states
|0> and |1>. The gap \Delta in case (2) can be controlled with an external
magnetic field perpendicular to the easy axis of the molecular cluster. The
states of different molecular clusters and magnetic particles may be entangled
by connecting them by superconducting lines with Josephson switches, leading to
the potential for quantum computing hardware.
","cond-mat.mes-hall|quant-ph","2000-09-28 06:10:56","cond-mat/0009432v1","10.1088/0957-4484/12/2/323"
"4813","Optimal states and almost optimal adaptive measurements for quantum
  interferometry","D. W. Berry|H. M. Wiseman","  We derive the optimal N-photon two-mode input state for obtaining an estimate
\phi of the phase difference between two arms of an interferometer. For an
optimal measurement [B. C. Sanders and G. J. Milburn, Phys. Rev. Lett. 75, 2944
(1995)], it yields a variance (\Delta \phi)^2 \simeq \pi^2/N^2, compared to
O(N^{-1}) or O(N^{-1/2}) for states considered by previous authors. Such a
measurement cannot be realized by counting photons in the interferometer
outputs. However, we introduce an adaptive measurement scheme that can be thus
realized, and show that it yields a variance in \phi very close to that from an
optimal measurement.
","quant-ph","2000-09-28 06:29:00","quant-ph/0009117v2","10.1103/PhysRevLett.85.5098"
"4913","Bound entangled Gaussian states","R. F. Werner|M. M. Wolf","  We discuss the entanglement properties of bipartite states with Gaussian
Wigner functions. Separability and the positivity of the partial transpose are
characterized in terms of the covariance matrix of the state, and it is shown
that for systems composed of a single oscillator for Alice and an arbitrary
number for Bob, positivity of the partial transpose implies separability.
However, this implications fails with two oscillators on each side, as we show
by a five parameter family of explicit counterexamples.
","quant-ph","2000-09-28 12:10:58","quant-ph/0009118v1","10.1103/PhysRevLett.86.3658"
"5013","Quantum Clock Synchronisation based on entangled photon pairs
  transmission","M. Genovese|C. Novero","  We discuss the possibility of synchronising two atomic clocks exchanging
entangled photon pairs through a quantum channel. A proposal for implementing
practically such a scheme is discussed.
","quant-ph","2000-09-28 13:30:34","quant-ph/0009119v1",""
"5117","Quantum Erasure by Transverse Indistinguishability","P. H. Souto Ribeiro|S. Padua|C. H. Monken","  We show that the first experiment with double-slits and twin photons detected
in coincidence can be understood as a quantum eraser. The ``which path''
information is erased by transverse indistinguishability obtained by means of
mode filtering in the twin conjugated beam. A delayed choice quantum eraser
based on the same scheme is proposed.
","quant-ph","2000-09-28 15:13:48","quant-ph/0009120v1","10.1016/S0030-4018(00)01050-6"
"5215","Microtorus: a High Finesse Microcavity with Whispering-Gallery Modes","Vladimir S. Ilchenko|Michael L. Gorodetsky|X. Steve Yao|Lute Maleki","  We have demonstrated a 165 micron oblate spheroidal microcavity with free
spectral range 383.7 GHz (3.06nm), resonance bandwidth 25 MHz (Q ~ 10^7) at
1550nm, and finesse F > 10^4. The highly oblate spheroidal dielectric
microcavity combines very high Q-factor, typical of microspheres, with vastly
reduced number of excited whispering-gallery (WG) modes (by two orders of
magnitude). The very large free spectral range in the novel microcavity - few
hundred instead of few GigaHertz in typical microspheres - is desirable for
applications in spectral analysis, narrow-linewidth optical and RF oscillators,
and cavity QED.
","physics.optics|physics.chem-ph|physics.ins-det|quant-ph","2000-09-28 18:29:50","physics/0009092v1","10.1364/OL.26.000256"
"5313","Matter-wave entanglement and teleportation by molecular dissociation and
  collisions","T. Opatrny|G. Kurizki","  We propose dissociation of cold diatomic molecules as a source of atom pairs
with highly correlated (entangled) positions and momenta, approximating the
original quantum state introduced by Einstein, Podolsky and Rosen (EPR) [Phys.
Rev. 47, 777 (1935)]. Wavepacket teleportation is shown to be achievable by its
collision with one of the EPR correlated atoms and manipulation of the other
atom in the pair.
","quant-ph","2000-09-28 19:01:42","quant-ph/0009121v3","10.1103/PhysRevLett.86.3180"
"5413","Quantum computation in a one-dimensional crystal lattice with NMR force
  microscopy","T. D. Ladd|J. R. Goldman|A. Dana|F. Yamaguchi|Y. Yamamoto","  A proposal for a scalable, solid-state implementation of a quantum computer
is presented. Qubits are fluorine nuclear spins in a solid crystal of
fluorapatite [Ca_5 F(PO_4)_3] with resonant frequencies separated by a large
field gradient. Quantum logic is accomplished using nuclear-nuclear dipolar
couplings with decoupling and selective recoupling RF pulse sequences. Magnetic
resonance force microscopy is used for readout. As many as 300 qubits can be
implemented in the laboratory extremes of T=10 mK and B_0=20 T with the
existing sensitivity of force microscopy.
","quant-ph","2000-09-28 20:06:26","quant-ph/0009122v4",""
"5513","Measurement of quantum devices","Jaromir Fiurasek|Zdenek Hradil","  Maximum-likelihood estimation is applied to identification of an unknown
quantum mechanical process represented by a ``black box''. In contrast to
linear reconstruction schemes the proposed approach always yields physically
sensible results. Its feasibility is demonstrated using the Monte Carlo
simulations for the two-level system (single qubit).
","quant-ph","2000-09-29 11:17:24","quant-ph/0009123v1",""
"5613","Thermoelastic effects at low temperatures and quantum limits in
  displacement measurements","M. Cerdonio|L. Conti|A. Heidmann|M. Pinard","  The displacement fluctuations of mirrors in optomechanical devices, induced
via thermal expansion by temperature fluctuations due either to thermodynamic
fluctuations or to fluctuations in the photon absorption, can be made smaller
than quantum fluctuations, at the low temperatures, high reflectivities and
high light powers needed to readout displacements at the standard quantum
limit. The result is relevant for the design of quantum limited
gravitational-wave detectors, both ""interferometers"" and ""bars"", and for
experiments to study directly mechanical motion in the quantum regime.
","gr-qc|quant-ph","2000-09-29 17:02:49","gr-qc/0009104v2","10.1103/PhysRevD.63.082003"
"5713","The Representation of Numbers by States in Quantum Mechanics","Paul Benioff","  The representation of numbers by tensor product states of composite quantum
systems is examined. Consideration is limited to k-ary representations of
length L and arithmetic modulo k^{L}. An abstract representation on an L fold
tensor product Hilbert space H^{arith} of number states and operators for the
basic arithmetic operations is described. Unitary maps onto a physical
parameter based tensor product space H^{phy} are defined and the relations
between these two spaces and the dependence of algorithm dynamics on the
unitary maps is discussed. The important condition of efficient implementation
by physically realizable Hamiltonians of the basic arithmetic operations is
also discussed.
","quant-ph","2000-09-29 20:32:02","quant-ph/0009124v1",""
"5813","Quantum coherence and control in one- and two-photon optical systems","Andrew J. Berglund","  We investigate coherence in one- and two-photon optical systems, both
theoretically and experimentally. In the first case, we develop the density
operator representing a single photon state subjected to a non-dissipative
coupling between observed (polarization) and unobserved (frequency) degrees of
freedom. We show that an implementation of ``bang-bang'' quantum control
protects photon polarization information from certain types of decoherence. In
the second case, we investigate the existence of a ""decoherence-free"" subspace
of the Hilbert space of two-photon polarization states under the action of a
similar coupling. The density operator representation is developed analytically
and solutions are obtained numerically.
  NOTE: This manuscript is taken from the author's undergraduate thesis (A.B.
Dartmouth College, June 2000, advised by Dr. Walter E. Lawrence), under the
supervision of Dr. Paul G. Kwiat.
","quant-ph","2000-09-30 00:26:37","quant-ph/0010001v2",""
"5913","Phase-space picture of resonance creation and avoided crossings","T. Timberlake|L. E. Reichl","  Complex coordinate scaling (CCS) is used to calculate resonance eigenvalues
and eigenstates for a system consisting of an inverted Gaussian potential and a
monochromatic driving field. Floquet eigenvalues and Husimi distributions of
resonance eigenfunctions are calculated using two different versions of CCS.
The number of resonance states in this system increases as the strength of the
driving field is increased, indicating that this system might have increased
stability against ionization when the field strength is very high. We find that
the newly created resonance states are scarred on unstable periodic orbits of
the classical motion. The behavior of these periodic orbits as the field
strength is increased may explain why there are more resonance states at high
field strengths than at low field strengths. Close examination of an avoided
crossing between resonance states shows that this type of avoided crossing does
not delocalize the resonance states, although it may lead to interesting
effects at certain field strengths.
","quant-ph","2000-10-01 22:24:26","quant-ph/0010003v1","10.1103/PhysRevA.64.033404"
"6013","On Wolfgang Pauli's most important contributions to physics","Norbert Straumann","  After some brief biographical notes, Wolfgang Pauli's main contributions to
general relativity, quantum theory, quantum field theory, and elementary
particle physics are reviewed. A detailed description is given how Pauli
descovered - before the advent of the new quantum mechanics - his exclusion
principle.
","physics.hist-ph|gr-qc|hep-ph|hep-th|quant-ph","2000-10-02 09:23:33","physics/0010003v1",""
"6117","Characterising a universal cloning machine by maximum-likelihood
  estimation","Massimiliano F. Sacchi","  We apply a general method for the estimation of completely positive maps to
the 1-to-2 universal covariant cloning machine. The method is based on the
maximum-likelihood principle, and makes use of random input states, along with
random projective measurements on the output clones. The downhill simplex
algorithm is applied for the maximisation of the likelihood functional.
","quant-ph","2000-10-02 10:40:49","quant-ph/0010004v2","10.1103/PhysRevA.64.022106"
"6215","Exponential Gain in Quantum Computing of Quantum Chaos and Localization","B. Georgeot|D. L. Shepelyansky","  We present a quantum algorithm which simulates the quantum kicked rotator
model exponentially faster than classical algorithms. This shows that important
physical problems of quantum chaos, localization and Anderson transition can be
modelled efficiently on a quantum computer. We also show that a similar
algorithm simulates efficiently classical chaos in certain area-preserving
maps.
","quant-ph|cond-mat|nlin.CD","2000-10-02 13:35:48","quant-ph/0010005v2","10.1103/PhysRevLett.86.2890"
"6313","Quantum Computation Relative to Oracles","Christino Tamon|Tomoyuki Yamakami","  This paper has been withdrawn by Christino Tamon and Tomoyuki Yamakami
because of errors of the main theorems. An erratum appeared in the Proceedings
of the UMC 2000 Conference published by Springer.
","quant-ph","2000-10-02 14:29:30","quant-ph/0010002v2",""
"6413","Control of squeezed light pulse spectrum in the Kerr medium with an
  inertial nonlinearity","A. S. Chirkin|F. Popescu","  The consistent quantum theory of self-phase modulation (SPM) and cross-phase
modulation (XPM) for ultrashort light pulses (USP) in medium with electronic
Kerr-nonlinearity are developed. The approach makes use of momentum operator of
electrical field which takes account of the inertial behaviour of the
nonlinearity. The spectrum of quantum fluctuations of squeezed-quadrature
component as a function of response time of nonlinearity and values of
nonlinear phase shifts due to the SPM and XPM effects, is investigated.
","quant-ph","2000-10-02 15:55:50","quant-ph/0010006v1",""
"6513","Phase Mapping of Remote Clocks Using Quantum Entanglement","M. S. Shahriar","  Recently, we have shown how the phase of an electromagnetic field can be
determined by measuring the population of either of the two states of a
two-level atomic system excited by this field, via the so-called Bloch-Siegert
oscillation resulting from the interference between the co- and
counter-rotating excitations. Here, we show how a degenerate entanglement,
created without transmitting any timing signal, can be used to teleport this
phase information. This phase-teleportation process may be applied to achieve
absolute phase-mapping of remote clocks.
","quant-ph","2000-10-02 16:17:37","quant-ph/0010007v6",""
"6613",""".. I didn't reflect much on what I was doing.."" How Planck discovered
  his radiation formula","Domenico Giulini|Norbert Straumann","  On December 14. 1900, Max Planck communicated his derivation of his radiation
formula, which he later called ``an act of desperation''. This date is widely
recognized as birthday of quantum theory. For Planck it meant the end of his
carefully planned and ambitious research project, in which he wanted to
establish the second law of thermodynamics as strictly deterministic law for
systems of matter and electromagnetic radiation in interaction. He knew he
could not succeed within classical mechanics, but had the somewhat strange hope
that the inclusion of Maxwell's electrodynamics would change the situation.
Later he always disagreed with Einstein's light-quantum hypothesis, because it
implied a renunciation from Maxwell's theory, which in Germany gained full
recognition and acceptance as late as the 1890's, mainly through the
theoretical and experimental work of Heinrich Hertz.
","quant-ph|hep-ph|physics.hist-ph","2000-10-02 16:38:00","quant-ph/0010008v1",""
"6713","Observation of Ultraslow Group Velocity of Light in a Solid","A. V. Turukhin|V. S. Sudarshanam|M. S. Shahriar|J. A. Musser|P. R. Hemmer","  We report ultraslow group velocities of light in a solid. Light speeds as
slow as 45 m/s were observed, corresponding to a group delay of 66 ms in a 3-mm
thick crystal. Reduction of the group velocity is accomplished by using a sharp
spectral feature in absorption and dispersion, produced by a Raman excited spin
coherence in an optically dense Pr doped Y2SiO5 crystal.
","quant-ph","2000-10-02 17:53:32","quant-ph/0010009v2",""
"6813","Deduction of Planck's Formula from Multiphoton States","Luis J. Boya|Ian M. Duck|E. C. G. Sudarshan","  We obtain the black body radiation formula of Planck by considering
independent contributions of multiphoton states
","quant-ph","2000-10-02 21:28:32","quant-ph/0010010v1",""
"6913","Environment-Induced Decoherence and the Transition From Quantum to
  Classical","Juan Pablo Paz|Wojciech Hubert Zurek","  We study dynamics of quantum open systems, paying special attention to those
aspects of their evolution which are relevant to the transition from quantum to
classical. We begin with a discussion of the conditional dynamics of simple
systems. The resulting models are straightforward but suffice to illustrate
basic physical ideas behind quantum measurements and decoherence. To discuss
decoherence and environment-induced superselection einselection in a more
general setting, we sketch perturbative as well as exact derivations of several
master equations valid for various systems. Using these equations we study
einselection employing the general strategy of the predictability sieve.
Assumptions that are usually made in the discussion of decoherence are
critically reexamined along with the ``standard lore'' to which they lead.
Restoration of quantum-classical correspondence in systems that are classically
chaotic is discussed. The dynamical second law -it is shown- can be traced to
the same phenomena that allow for the restoration of the correspondence
principle in decohering chaotic systems (where it is otherwise lost on a very
short time-scale). Quantum error correction is discussed as an example of an
anti-decoherence strategy. Implications of decoherence and einselection for the
interpretation of quantum theory are briefly pointed out.
","quant-ph","2000-10-02 22:56:32","quant-ph/0010011v1","10.1007/3-540-45338-5_8"
"7013","Entanglement vs. Noncommutativity in Teleportation","Sibasish Ghosh|Guruprasad Kar|Anirban Roy|Ujjwal Sen","  We provide an alternative simple proof of the necessity of entanglement in
quantum teleportation by using the no-disentanglement theorem. We show that
this is true even when the state to be teleported is known to be among two
noncommuting qubits. We further show that to teleport any set of commuting
qubits, it is sufficient to have a classically correlated channel. Using this
result we provide a simple proof of the fact that any set of bipartite
entangled states can be exactly disentangled if the single particle density
matrices of any one party commute.
","quant-ph","2000-10-03 08:06:01","quant-ph/0010012v3",""
"7117","Wigner Functions on a Lattice","A. Takami|T. Hashimoto|M. Horibe|A. Hayashi","  The Wigner functions on the one dimensional lattice are studied. Contrary to
the previous claim in literature, Wigner functions exist on the lattice with
any number of sites, whether it is even or odd. There are infinitely many
solutions satisfying the conditions which reasonable Wigner functions should
respect. After presenting a heuristic method to obtain Wigner functions, we
give the general form of the solutions. Quantum mechanical expectation values
in terms of Wigner functions are also discussed.
","hep-lat|quant-ph","2000-10-03 09:57:24","hep-lat/0010002v2","10.1103/PhysRevA.64.032114"
"7215","q-Boson approach to multiparticle correlations","D. V. Anchishkin|A. M. Gavrilik|N. Z. Iorgov","  An approach is proposed enabling to effectively describe, for relativistic
heavy-ion collisions, the observed deviation from unity of the intercept
\lambda (measured value corresponding to zero relative momentum {\bf p} of two
registered identical pions or kaons) of the two-particle correlation function
C(p,K). The approach uses q-deformed oscillators and the related picture of
ideal gas of q-bosons. In effect, the intercept \lambda is connected with
deformation parameter q. For a fixed value of q, the model predicts specific
dependence of \lambda on pair mean momentum {\bf K} so that, when |{\bf
K}|\gsim 500 - 600 MeV/c for pions or when |{\bf K}|\gsim 700 - 800 MeV/c for
kaons, the intercept \lambda tends to a constant which is less than unity and
determined by q. If q is fixed to be the same for pions and kaons, the
intercepts \lambda_\pi and \lambda_K essentially differ at small mean momenta
{\bf K}, but tend to be equal at {\bf K} large enough (|{\bf K}|\gsim 800MeV/c)
where the effect of resonance decays can be neglected. We argue that it is of
basic interest to check in the experiments on heavy ion collisions: (i) the
exact shape of dependence \lambda = \lambda({\bf K}), and (ii) whether for
|{\bf K}| \gsim 800 MeV/c the resulting \lambda_\pi and \lambda_K indeed
coincide.
","hep-ph|cond-mat|hep-ex|hep-th|nucl-ex|nucl-th|quant-ph","2000-10-03 10:25:50","hep-ph/0010019v1","10.1142/S0217732300001754"
"7313","Mechanism of magnetism in stacked nanographite: Theoretical study","K. Harigaya","  Nanographite systems, where graphene sheets of the orders of the nanometer
size are stacked, show novel magnetic properties, such as, spin-glass like
behaviors and the change of ESR line widths in the course of gas adsorptions.
We theoretically investigate stacking effects in the zigzag nanographite sheets
by using a tight binding model with the Hubbard-like onsite interactions. We
find a remarkable difference in the magnetic properties between the simple A-A
and A-B type stackings. For the simple stacking, there are not magnetic
solutions. For the A-B stacking, we find antiferromagnetic solutions for strong
onsite repulsions. The local magnetic moments tend to exist at the edge sites
in each layer due to the large amplitude of wavefunctions at these sites.
Relations with experiments are discussed.
","cond-mat.mtrl-sci|cond-mat.soft|physics.atm-clus|physics.chem-ph|quant-ph","2000-10-03 11:44:39","cond-mat/0010043v2","10.1088/0953-8984/13/6/309"
"7413","Damped harmonic oscillators in the holomorphic representation","F. Benatti|R. Floreanini","  Quantum dynamical semigroups are applied to the study of the time evolution
of harmonic oscillators, both bosonic and fermionic. Explicit expressions for
the density matrices describing the states of these systems are derived using
the holomorphic representation. Bosonic and fermionic degrees of freedom are
then put together to form a supersymmetric oscillator; the conditions that
assure supersymmetry invariance of the corresponding dynamical equations are
explicitly derived.
","hep-th|quant-ph","2000-10-03 13:46:10","hep-th/0010013v1","10.1088/0305-4470/33/45/310"
"7513","Geometry and Product States","Robert B. Lockhart|Michael J. Steiner|Karl Gerlach","  As separable states are a convex combination of product states, the geometry
of the manifold of product states is studied. Prior results by Sanpera, Vidal
and Tarrach are extended. Furthermore, it is proven that states in the set
tangent to the manifold of product states, at the maximally mixed state are
separable; the set normal constains, among others, all maximally entangled
states. A canonical decomposition is given. A surprising result is that for the
case of two particles, the closest product state to the maximally entangled
state is the maximally mixed state. An algorithm is provided to find the
closest product state.
","quant-ph","2000-10-03 17:41:05","quant-ph/0010013v1",""
"7613","Feynman Clocks, Casual Networks, and the Origin of Hierarchical 'Arrows
  of Time' in Complex Systems from the Big Bang to the Brain","Scott M. Hitchcock","  A theory of 'time' as a form of 'information' is proposed. New tools such as
Feynman Clocks, Collective Excitation Networks, Sequential Excitation Networks,
Plateaus of Complexity, and Causal Networks are used to unify previously
separate 'arrows of time'.
","quant-ph","2000-10-03 23:33:01","quant-ph/0010014v2",""
"7713","Optical noise correlations and beating the standard quantum limit in
  advanced gravitational-wave detectors","Alessandra Buonanno|Yanbei Chen","  The uncertainty principle, applied naively to the test masses of a
laser-interferometer gravitational-wave detector, produces a Standard Quantum
Limit (SQL) on the interferometer's sensitivity. It has long been thought that
beating this SQL would require a radical redesign of interferometers. However,
we show that LIGO-II interferometers, currently planned for 2006, can beat the
SQL by as much as a factor two over a bandwidth \Delta f \sim f, if their
thermal noise can be pushed low enough. This is due to dynamical correlations
between photon shot noise and radiation-pressure noise, produced by the LIGO-II
signal-recycling mirror.
","gr-qc|quant-ph","2000-10-04 04:45:56","gr-qc/0010011v2","10.1088/0264-9381/18/15/102"
"7813","q-deformed dynamics and Josephson junction","Ramandeep S. Johal","  We define a generalized rate equation for an observable in quantum mechanics,
that involves a parameter q and whose limit $q\to 1$ gives the standard
Heisenberg equation. The generalized rate equation is used to study dynamics of
current biased Josephson junction. It is observed that this toy model
incorporates diffraction like effects in the critical current. Physical
interpretation for q is provided which is also shown to be q-deformation
parameter.
","quant-ph","2000-10-04 12:13:11","quant-ph/0010015v1","10.1142/S0217984900001166"
"7913","A Mach-Zehnder Interferometer for a Two-Photon Wave Packet","Luiz Carlos Ryff|P. H. Souto Ribeiro","  We propose an experiment that permits observation of the de Broglie
two-photon wave packet behavior for a pair of photons, using a Mach-Zehnder
interferometer. It is based on the use of pulsed lasers to generate pairs of
photons via spontaneous parametric down-conversion and the post-selection of
events. It differs from previous realizations by the use of a third
time-correlated photon to engineer the state of the photons. The same technique
can give us which-path information via an ``interaction-free'' experiment and
can be used in other experiments on the foundations of quantum mechanics
related to wave-particle duality and to nonlocality.
","quant-ph","2000-10-05 12:27:55","quant-ph/0010016v1","10.1103/PhysRevA.63.023801"
